orf_name_id,orf_name,deg,eff,sens,trans,eigenvec_centr,closeness_centr,smallest_eigenvec,neighbor_degree
150,SUB1,12,0.03938967974715668,0.10309443226831336,0.3181818181818182,0.008464480825545522,0.44642857142857145,0.006218628298006941,74.41666666666667
151,ZFR,10,0.06721146495340075,0.10287575095275413,0.5111111111111111,0.010564220621796273,0.46195652173913043,0.00629260022504506,113.8
152,UTP14A,20,0.08209828841733505,0.12824673061208716,0.3526315789473684,0.01366487590615321,0.45068928950159065,0.005711495420986397,66.2
153,TOP2A,27,0.1394671663528486,0.09394964321431586,0.31054131054131057,0.016589478661286,0.46195652173913043,0.005885747731511837,60.666666666666664
154,PRRC2A,5,0.006632086883716862,0.2055514417112014,0.8,0.005123570857076724,0.4354508196721312,0.006943453993878898,111.6
155,RFC2,15,0.2559237119431686,0.13018692721371183,0.3238095238095238,0.006078361626531392,0.4323499491353001,0.006598409124557364,42.266666666666666
156,RFC4,16,0.11553134538573807,0.1115667780239572,0.48333333333333334,0.011680422455797743,0.4560085836909871,0.006266717858720871,75.0625
157,RFC5,11,0.052131108076102446,0.13299876577371866,0.6,0.009022284508303061,0.4492600422832981,0.0064453910351290125,87.54545454545455
158,TRMT10C,8,0.008634600472989886,0.10666081075579166,0.6071428571428571,0.00834537649538891,0.4473684210526316,0.0006427896202185028,116.75
159,ACTB,72,0.8773758109929235,0.0960881274776428,0.39162754303599373,0.05805018012520556,0.5240443896424167,0.005367444413130484,73.06944444444444
160,ANXA2,45,0.31746168830039423,0.16966576564014738,0.702020202020202,0.044545484949674426,0.49649532710280375,0.005592951638217659,86.11111111111111
161,ANXA6,30,0.14995613294617863,0.1708735537704182,0.8367816091954023,0.029701060789215226,0.47117516629711753,0.005689775830581598,85.73333333333333
162,ARRB1,41,0.33683448628493473,0.09144390035123284,0.2890243902439024,0.029676954672770983,0.481859410430839,0.005675732070535322,65.46341463414635
163,CD81,42,0.39903770478949335,0.12577930882399024,0.46689895470383275,0.0409019033643185,0.4786036036036036,0.0055643560832155225,82.42857142857143
164,CLIC4,6,0.01233845671514417,0.19386944597034264,0.4666666666666667,0.004631366885567919,0.425,0.006785821265985493,82.5
165,DDX5,120,2.124608593154774,0.1531240461247338,0.3964985994397759,0.09492430741029462,0.5689424364123159,0.005570189361920175,75.21666666666667
166,DMTN,6,0.014931683983253504,0.27777008097628475,0.06666666666666667,0.00289735556982575,0.4187192118226601,-0.0016287719460082884,66.0
167,EEF1B2,48,0.362266214617215,0.16235283741703166,0.674645390070922,0.04904376797634517,0.5041518386714117,0.005599072760897729,92.0625
168,EIF4A3,121,2.1668542925244862,0.17256920127911582,0.4231404958677686,0.10261573206849059,0.5651595744680851,0.005641590974944051,77.71900826446281
169,ERG,27,0.11900111106620502,0.1304466721823904,0.5128205128205128,0.0264750598665325,0.4873853211009174,0.005739295303525678,93.37037037037037
170,FBL,122,2.367856179574765,0.1601086816617836,0.41362958948651946,0.11037965864480612,0.5599472990777339,0.005477365132318775,74.02459016393442
171,GSN,10,0.05936392546703448,0.13239131397829615,0.3333333333333333,0.005347604305984024,0.4468980021030494,0.004856465574598821,62.7
172,HNRNPU,130,2.537007420704012,0.15854935465122796,0.3527728085867621,0.10989227860273083,0.5644090305444888,0.005672754517519245,71.96153846153847
173,HSP90AB1,109,1.6423497690838138,0.14971543840110746,0.44274549779136935,0.09989088268223816,0.5636604774535809,0.0054828527394520585,78.53211009174312
174,ICAM1,36,0.2540686380487464,0.16769243533402758,0.580952380952381,0.03952194207138867,0.4649890590809628,0.005891777599807652,91.25
175,IVNS1ABP,21,0.05898411636547575,0.09410193886789976,0.35714285714285715,0.016618931161028506,0.48405466970387245,0.003789986866311443,77.19047619047619
176,LARP7,182,4.737972003145854,0.12073019220982754,0.2643433914152146,0.13300627186953762,0.6222547584187409,0.005583124157241492,64.71978021978022
177,LMO7,8,0.015374370737987468,0.13087956385658153,0.32142857142857145,0.005322455723587272,0.44132917964693663,0.00652916638952554,78.0
178,NTN4,3,0.005221849891446734,1.018571191038023,0.0,0.0019165145417671511,0.397940074906367,-0.012371842421979376,94.66666666666667
179,MEPCE,160,3.765147432542173,0.12029941492529996,0.2608490566037736,0.11657523668596811,0.592747559274756,0.0055845437306780805,63.9
180,NUDC,9,0.04764817803938255,0.13387172676859763,0.19444444444444445,0.004931835094913551,0.44549266247379454,0.005077660808001523,64.44444444444444
181,PAPOLA,9,0.07344280035550596,0.1977192217510912,0.3055555555555556,0.004489668254587508,0.43724279835390945,0.005265348636905504,59.22222222222222
182,MME,37,0.21830374970284133,0.195740052617387,0.8273273273273273,0.03956155211623833,0.4786036036036036,0.005654837991947654,90.54054054054055
183,TLN1,8,0.028284086023435157,0.17435715305513777,0.39285714285714285,0.005319772579901758,0.4555198285101822,-1.0521369554271614e-05,86.875
184,PARVA,9,0.1666176139393927,0.29396441175112936,0.3888888888888889,0.0037149431006852115,0.425,0.005725674941587291,47.77777777777778
